full_text,tweet_id,screen_name,user_id,created_at,lang,location,time_zone,verified,listed_count,favourites_count,statuses_count,friends_count,followers_count
"Came across a GQ magazine with a guy on the cover i couldn't quite place. Thought: this is a good-looking man but not as good-looking as The Guy. Spaced out sadly for a minute, then refocused on magazine cover &amp; realized the dude's name was right there. 

David Beckham.
Ffs.",1559991573148057600,kittensnotkids,544031039,2012-04-03 06:31:26,,pittsburgh,,False,8,410711,58645,853,1072
In the middle of the field like David Beckham 😎26 years ago today https://t.co/ba48ZZBtZC,1559957378807767040,era_mass,1293189413657174026,2020-08-11 14:16:23,,"Newf, Atlanta",,False,0,250,125,422,458
"I don’t care about the other 4 athletes, this top 5 list is illegitimate if it does not include Rafael Nadal https://t.co/OlMNv0VYEj",1560053695492022273,TennisTycoon,111229218,2010-02-04 06:09:06,,"Boca Raton, FL",,False,75,12845,50311,587,1663
"AMERICAN TENS WANTS YOU 🇺🇸

American Tens is dedicated to unearthing sports most gifted athletes and to unlocking a new breed of competitor to partake in the world's most ferocious and captivating full-contact sport @american_10s 🏆

Sign Up Now https://t.co/dWNF3H4WRC https://t.co/gAvbnSwVOt",1560053693436907520,american_10s,1448664107599548422,2021-10-14 14:57:03,,"Tampa, FL",,False,0,5,34,19,72
"Advice to young professionals in athletics: you can be liked and cool with your student-athletes while still maintaining professional boundaries. Blurring those lines is dangerous because the students may not have much to lose, but you could ruin your career.",1560053658900992006,HaleyFaulknerLS,1317151448996655104,2020-10-16 17:12:43,,"Athens, GA",,False,0,520,362,235,155
"It’s a great day!!! One of our former 4 year  player, @LiLMalmal52 (Jamal Garner) was selected as the Head Coach for Illinois School for the Deaf!!His student athletes will be so lucky to have a wonderful man teaching them about life and basketball!!!! Good luck Coach Garner!!!",1560053483654594567,GUCoachKovacs,3290283758,2015-07-24 15:57:20,,"Washington, DC",,False,9,1770,2444,393,787
We’re going to prepare our student athletes to launch into the next level the right way for the right reasons. Proactive student athletes in every facet of life. #SDStandard #LEO #ONETRIBE https://t.co/rAMdNpD9Em,1560053454281768961,SDpaulshelton,168252520,2010-07-18 20:58:51,,"Knoxville, TN",,False,18,12317,10829,852,3772
So very thankful to Tommy Cassell and the entire staff at MetroWest.  They do an amazing job supporting local high school athletes.  #grateful https://t.co/Gibmbcl103,1560053320034795521,KPowersMA,4158004815,2015-11-10 17:46:59,,"Massachusetts, USA",,False,0,759,212,26,63
"AMERICAN TENS WANTS YOU 🇺🇸

American Tens is dedicated to unearthing sports most gifted athletes and to unlocking a new breed of competitor to partake in the world's most ferocious &amp; captivating full-contact sport @american10s 🏆

Sign Up Now: https://t.co/38q65L2qrj https://t.co/QH1IBLAFEa",1560053259963928576,tigerrugby,148644338,2010-05-27 06:53:55,,USA,,False,13,5847,3625,1069,1286
"Parents, Coaches and athletes.   What's your honest opinion about this decision? https://t.co/0wtTGJo7DZ",1560052352333348864,NGE_Training,1196221793910034434,2019-11-18 00:21:27,,"Fitchburg, MA",,False,0,454,231,887,365
"Join us tomorrow as we host an ""Our Day to Shine"" scrimmage vs Victoria West. We will collect donations at the gate to benefit the⁦ @THSCAcoaches Benevolence Fund to assist athletes &amp; coaches going through hardships. We're excited to contribute to this great cause! @GPWildcatsFB https://t.co/tSowe4uNUo",1560052205977313280,GPAthletics1,1428436423896666122,2021-08-19 19:19:44,,"Portland, Texas",,False,0,0,81,0,156
"Athletes &amp; Parents - College coaches label themselves as Coach &amp; recruit for only their school. 

If someone inboxes you &amp; says they are a “college recruiter “, ask them for what college. 

College coaches don’t label themselves as a college recruiter.",1560052088121483265,SR_scouting,887651244935925760,2017-07-19 12:32:03,,"Texas, USA",,False,2,20556,12648,3164,5718
"After I'm through with this contract, say that an NFL teams wants too pay me for my talent and business , I want too start an performance art act for athletes and artist who shows mental disabilities that want too become professionals.... With an background with weed involved...",1560051893174517760,rockstar_mal,842129572850221056,2017-03-15 21:45:10,,"Pittsburgh, PA",,False,2,4931,60956,4974,779
"We have our first NIL package live whatever you can give is great!! Help these college students out!! This will all be going back to the student athletes ‼️

https://t.co/CqVOXjK8Aa",1560051807392505862,BU_FootballTN,1342344223,2013-04-10 16:36:47,,"McKenzie, TN",,False,20,8261,6695,127,13807
"A lot of these teams don’t care about you, go to your own private doctors athletes!! https://t.co/PI1dzG0tzf",1560051461421252609,leek_staxx,809982042884763648,2016-12-17 04:42:22,,"Richmond, VA",,False,1,5228,7464,1015,462
Our @HiltonSPbooster Exec Board getting their L2 food handler certification. Thanks for your commitment to our student athletes. Excited to serve food this fall at our athletic events. #ImpactPlayers  #GoCadets https://t.co/ENvcYJJ5nj,1560050827556954112,HiltonCadets,2194520618,2013-11-14 16:52:47,,"Hilton, NY",,False,30,1,39173,147,3714
"I've always enjoyed commitment/college signing stories, so it makes me happy my first published story for The Forum is exactly that! It's always cool to see student athletes continue their academic and athletic careers like Sheyenne senior Tierney Howell. https://t.co/bVIuqiLTUw",1560050677543575552,To2D_Rose,2344519166,2014-02-15 04:06:39,,"West Fargo, ND",,False,7,10135,6636,1096,232
"Thank you to everyone who tried out this week for our 2022 Shawnee Mission South Boys Soccer Team. We had a great turnout of around 75 athletes and we appreciate the effort each athlete gave this week! 

Follow this link to see our 2022 Team Rosters: https://t.co/otHVpbrOo8",1560050158842298368,RaiderFutbol,1651043280,2013-08-06 19:38:53,,"Overland Park, KS",,False,6,2961,2785,195,797
"What better way to welcome back our student-athletes than competitive rounds of laser tag?? We’re excited to have our athletes back on campus and look forward to the upcoming athletic year!
#OneBlood #GoBC https://t.co/YUcmYWnmgz",1560050116974841864,Berea_Athletics,364909899,2011-08-30 15:09:01,,"Berea, Kentucky",,False,14,636,3536,76,1575
"Mr. @Coachb_e_z3 KNOWS he will see lot of student-athletes assisting in cleaning up campus &amp; get ready on the back fields!

@LHSCougarXC 
@LuHiBoysSoccer
@LutheranSCGolf 
@LHS_Sapphires 
@LCougarcheer 
@LHSSC_Tennis 
@LHSCougarsSB 
@lhscougarfb 
@LHSCougarGVB 
@CouglesSwimming https://t.co/jI629Xspck",1560050089183305729,LuHiActivities,753693887315611649,2016-07-14 20:53:20,,"Saint Peters, MO",,False,10,4193,2551,44,1275
"Great article on how NIL has evolved at the campus level and where things are headed.

Many schools are embracing NIL and doing all they can to ensure athletes are receiving as much $ as possible.

All schools that want to compete at the highest level will have to do the same. https://t.co/9IE81WqqI2",1560050086238982147,WinterSportsLaw,1143151020,2013-02-02 18:59:11,,Kansas City,,False,39,8135,5027,2663,2359
Thank you @USAGym for taking abortion laws into consideration when choosing sites and protecting your athletes.  Where's a statement from the @NCAA ? #USAGymnastics,1560049566493290498,annara1,40506618,2009-05-16 17:42:09,,"Torrance, CA",,False,0,50823,9808,1857,165
Thank you to everyone who came out to Fall Sports Meet the Coach Night! We have a great staff of fall coaches ready to give our athletes a transformative experience this season 💪 #TigersLead https://t.co/IcbHivrUkX,1560049355754708993,OAHSTigersports,739518524,2012-08-06 00:30:45,,"Easton, Massachusetts",,False,32,275,7483,77,2837
This was one of my former players when I coached at Virginia Commonwealth University.  Now a professor at George Washington University and wrote a book to help college student-athletes.  Pretty cool! https://t.co/Y6gorYWZZB,1560049354349678592,CoachJillDunn,546417692,2012-04-06 01:16:57,,"Charlotte, NC",,False,6,3607,2827,1084,1564
"BAL Ravens had a ridiculously high number of athletes that had season ending injuries in 2021-22, and are now healthy for 2022-23. BAL’s X-Factor? RB, JK Dobbins. BAL needs a ground game to support QB1 Lamar Jackson. That run game starts w/ Dobbins #NFL #Ravens",1560049013424095233,rjuray3,700728088,2013-10-03 22:52:39,,"Virginia Beach, VA",,False,8,10585,16213,4094,3506
"Thank you for the @mnwindchill tickets @madproducer1! @Cinder4042 and I had a great time! Great athletes, enthusiastic fans, and excellent atmosphere. https://t.co/9zZhMfhXkM",1560048938522116096,nheath80,404540222,2011-11-04 02:14:40,,"Minneapolis, MN",,False,0,1279,518,257,23
I enjoyed myself at our first football game yesterday. So proud of our student athletes and coaches. 36-0 #cardinalpride https://t.co/hv6Yvab0MD,1560048732791513090,LisaBurtonNY2TN,830109430314364928,2017-02-10 17:41:25,,"Tennessee, USA",,False,0,154,16,43,23
Dynamo Kyiv 0-2 Benfica MATCH RESULT-SUMMARY – Breaking UEFA Champions League news https://t.co/aHaH5s35yK,1560046813968842753,take_to_news,1477215010204041219,2022-01-01 09:48:22,,USA,,False,4,0,92741,5,118
2nite Champions Monsters! #HitItFirst 2021-22 Topps Finest UEFA Champions League Soccer - Triple Box BOGO Tiered Break! 2 Clubs/Teams Per Spot! 11 Spots! https://t.co/KSte4eTbus https://t.co/IvIyUAon1p,1560042808093843457,TopShelfBreaks,2718549421,2014-08-09 03:34:12,,"Chicago, IL",,False,98,67440,314313,6816,10578
Maccabi Haifa 3-2 Red Star MATCH RESULT-SUMMARY – Breaking UEFA Champions League news https://t.co/GD5kWsBO1v,1560034246655361024,take_to_news,1477215010204041219,2022-01-01 09:48:22,,USA,,False,4,0,92741,5,118
2nite Champions Monsters! #HitItFirst 2021-22 Topps Finest UEFA Champions League Soccer - Triple Box BOGO Tiered Break! 2 Clubs/Teams Per Spot! 11 Spots! https://t.co/KSte4eTbus https://t.co/7NrBST7MkI,1560029463584317442,TopShelfBreaks,2718549421,2014-08-09 03:34:12,,"Chicago, IL",,False,98,67440,314313,6816,10578
"When is Champions League draw? Date, time for qualifying, group stage and every round in 2022/23 UEFA tournament https://t.co/SAiGGpjJrX",1560021039484047360,MyNextSeat1,1107364615099502592,2019-03-17 19:34:32,,"Florida, USA",,False,3,0,86320,5,63
2nite Champions Monsters! #HitItFirst 2021-22 Topps Finest UEFA Champions League Soccer - Triple Box BOGO Tiered Break! 2 Clubs/Teams Per Spot! 11 Spots! https://t.co/KSte4eTbus https://t.co/jerIu4sDzk,1560012603736432641,TopShelfBreaks,2718549421,2014-08-09 03:34:12,,"Chicago, IL",,False,98,67440,314313,6816,10578
"Full time: 🇮🇱#MaccabiHaifa 3, 🇷🇸Red Star Belgrade 2. Frandtzy Pierrot scored a brace for the Greens and Tjaron Chery hit the game winner as Haifa is now just 90 minutes away from the #UEFA Champions League group stage. Incredible! 🟢⚪️",1560008805131354115,DanielKarell,1041631087,2012-12-28 07:52:03,,"Louisville, KY",,False,77,294321,75568,2388,1656
2nite Champions Monsters! #HitItFirst 2021-22 Topps Finest UEFA Champions League Soccer - Triple Box BOGO Tiered Break! 2 Clubs/Teams Per Spot! 11 Spots! https://t.co/KSte4eTbus https://t.co/jqf773P58d,1560003293761478657,TopShelfBreaks,2718549421,2014-08-09 03:34:12,,"Chicago, IL",,False,98,67440,314313,6816,10578
Josh Cohen's Maccabi Haifa takes a 3-2 lead an hour in to the first leg of their Uefa Champions League playoff with Red Star Belgrade.,1559998975318495232,danieltyree,44752134,2009-06-04 22:54:30,,"Sacramento, CA",,False,74,42547,58107,1584,1338
Scoring bangers in the 610 ➡️ paving the way for MH in UEFA Champions League play. What a lad Frantzdy! THIS is #path2pro https://t.co/vRPFXPvQTv,1559985574781616130,ReadingUnited,102455945,2010-01-06 19:24:53,,"Reading, PA",,False,105,4966,20351,539,3716
2nite Champions Monsters! #HitItFirst 2021-22 Topps Finest UEFA Champions League Soccer - Triple Box BOGO Tiered Break! 2 Clubs/Teams Per Spot! 11 Spots! https://t.co/KSte4eTbus https://t.co/ZLsPIjyW78,1559984927193579520,TopShelfBreaks,2718549421,2014-08-09 03:34:12,,"Chicago, IL",,False,98,67440,314313,6816,10578
🇺🇸GK Josh Cohen starts for Maccabi Haifa against Red Star Belgrade in the #UEFA Champions League playoff round of qualifying. #MaccabiHaifa https://t.co/oUFKEY9eJu,1559978872233492483,DanielKarell,1041631087,2012-12-28 07:52:03,,"Louisville, KY",,False,77,294321,75568,2388,1656
The Lake Park Girls Golf Team gearing up for Glow Golf this Friday @SaltCreekGolfWD teeing off at dusk!🌙 Thank you to the Lake Park Athletic Boosters for the 🍕! Thank you to the Lerario family for hosting! @LerarioMarcello gets the photo credit! https://t.co/JKtcpfmAQC,1560053549060481026,JHenHoopsGolf,1106270460,2013-01-20 13:43:42,,"Roselle, IL",,False,2,13210,6407,440,526
The most athletic 300lbs I’ve ever seen live. https://t.co/Qc8RDHapkC,1560053522380783616,rjclifestyle,25640717,2009-03-21 04:42:23,,"hollywood,fl",,False,72,84116,133359,1571,1052
"Wishing a very happy birthday to our Head Coach and Athletic Director @Coach_Miller59! Thank you for all you do for your players, coaches, and the Marion community! Hope you had a great one today! https://t.co/rQW8BeE40L",1560053221674082304,MarionTx_FB,1129066974942846978,2019-05-16 16:51:58,,"Marion, TX",,False,1,374,452,361,286
Hear what the state of #FAMU Athletics is really like as the guys talk with FAMU's Interim Athletic Director and discuss whether the Rattlers can repeat as the top rated team on https://t.co/hYsuvO2iQw with @Stan_Becton. https://t.co/HspXOSSU45,1560053109111590912,MyBCSN1,1143567748993363969,2019-06-25 17:12:52,,"Atlanta, GA",,False,22,7895,6718,693,3635
Welcome to #BulldogCountry! We are pumped to have you join our Athletic Department! https://t.co/jDNO4QvXVa,1560053030732681217,UMD_Tennis,2233564616,2013-12-06 21:43:27,,"Duluth, MN",,False,11,679,579,84,331
Is there a more athletic pound for pound person than Vince Wilfork in sports history? https://t.co/qR3dEjw29Z,1560052845369589761,jackfitzgerald_,1654349233,2013-08-08 01:58:41,,"Johnstown, NY",,False,1,100423,24039,1665,1539
"Still unlikely, but what a disaster this would be for UCLA. The B1G would immediately replace them with Stanford,  and instead of a financial boom, they’d get saddled with even LESS athletic money in a reduced P12. https://t.co/8GvcYq15Mq",1560052758580826112,Conferenceof12,771882966704353280,2016-09-03 01:30:14,,"Salt Lake City, UT",,False,2,10272,8604,646,654
"Gerald Green - Top 5 Dunk of All Time? #geraldgreen #nba #basketball #alleyoop #windmill #legend #dunk #highlight #crazy #amazing #hops #air #reel #reels #reelsinstagram #letsgo #insane #jump #nets #assist #score #aw #athletic #whoa
https://t.co/vAXwaQMTez",1560052560911810560,hekbeatsboy,3038539771,2015-02-23 21:25:30,,"Houston, TX",,False,1,7520,8122,715,1080
You can find out scores of all our Varsity Mustang athletic events by checking this site. https://t.co/FsdaDCIlC1 @wcsSSMS https://t.co/VMjR4jcqJ0,1560052487935107072,wcsSSMSAH,3413485582,2015-08-10 19:54:46,,"Spring Hill, TN",,False,6,3270,3177,328,549
Check out this listing I just added to my #Poshmark closet: Levi Strauss Mens Jeans Size 32x30 Signature S67 Athletic. https://t.co/uzkWPb48gd #shopmycloset @poshmarkapp,1560052317755359232,Thriftology_VB,1302380893722550272,2020-09-05 22:59:45,,"Vero Beach, FL",,False,0,11,29801,295,345
"A refined pass-rusher who wins with his pass-rush technique. Athletic, explosive &amp; fast while flexible off the edge.

 • @OchaunDevon
• 6’5 / 260 lbs
• @HuskerFBNation 
• EDGE

#GBR 😎 #WAMM 

#ItsFunBeingFast | https://t.co/VNChITTjqA
https://t.co/otSE0LTMcX",1560052227468836864,ChuxSpeed,756626175208939524,2016-07-22 23:05:12,,"Austin, TX",,False,12,32316,18388,1441,4960
"Meet the Skeeters Athletic Event!
Highlighting our Skeeter Nation teams and organizations.
@SkeetersAP @DemarcusHarri01 @CoachKBaker41 @MesquiteHS @mesquiteisdtx https://t.co/6pu64xxmE1",1560052070589366272,thatley1908,3177309607,2015-04-27 02:02:55,,"Dallas, TX",,False,1,4668,1846,395,184
"1 Day until✨WELCOME DAY✨

We are excited to WELCOME our 20 athletic programs and kickstart the year🔥 Are you ready⁉️

#WelcomeDay2022
@SJDCTrack_Field @SJDCBasketball @SJDCBaseball  @polo_delta @DeltaWBBall @SJDCFootball @DsquadWSOC @dcvolleyball209  @DeltaATCs @SJDeltaCollege https://t.co/YLZh7W5QEd",1560052016184823808,SJDCAthletics,499437050,2012-02-22 03:46:14,,"Stockton, CA",,False,4,1025,5231,119,1852
Our Freshmen and Sophomores had a great workshop with our school’s Athletic Counselors tonight in the Fieldhouse‼️🔻 #100StrongAsOne https://t.co/OSKNg0tt30,1560052001760845827,_SCFootball,1368912959565598726,2021-03-08 13:14:31,,"Springfield, MA",,False,5,603,1084,631,5053
It’s unfortunate that the crab walk isn’t continued in middle school and into adulthood because it serves as an effective exercise to improve many elements of athletic development &amp; coordination. https://t.co/Gwvl7qeeGn via @SimpliFaster,1560051441154260994,YorkStrength17,2533879322,2014-05-30 02:05:16,,monroe nc ,,False,72,66557,28494,6696,11025
".@GreeleySports hosting a ""Meet the Athletic Department"" webinar to get #WeAreChappaqua ready for the Fall 2022 season, which starts Monday. https://t.co/Q3oEa0ordD",1560051202183888897,chappaqua_csd,930541923403788291,2017-11-14 21:04:17,,"Chappaqua, NY",,False,8,189,1397,326,1740
"I am so excited to announce I have verbally committed to further my academic and athletic career to play D1 softball at Stonehill College. Thank you to all my family, coaches, and friends for helping me get where I am today💜 @CoachAli_SCSB  @Stonehillsball @AZStormWestover https://t.co/sHunT9pp2I",1560051028107505664,haleighreed30,1401241494132953088,2021-06-05 18:16:28,,"Mesa, AZ",,False,0,281,52,156,71
Our @HiltonSPbooster Exec Board getting their L2 food handler certification. Thanks for your commitment to our student athletes. Excited to serve food this fall at our athletic events. #ImpactPlayers  #GoCadets https://t.co/ENvcYJJ5nj,1560050827556954112,HiltonCadets,2194520618,2013-11-14 16:52:47,,"Hilton, NY",,False,30,1,39173,147,3714
"I've always enjoyed commitment/college signing stories, so it makes me happy my first published story for The Forum is exactly that! It's always cool to see student athletes continue their academic and athletic careers like Sheyenne senior Tierney Howell. https://t.co/bVIuqiLTUw",1560050677543575552,To2D_Rose,2344519166,2014-02-15 04:06:39,,"West Fargo, ND",,False,7,10135,6636,1096,232
So proud and excited for Jaden and to see him continue on his academic and athletic journey! https://t.co/F015JAzubV,1560050649877938179,mark_lenehan,243420960,2011-01-27 00:40:44,,"Brockton, MA",,False,2,4829,2345,666,231
"For the first time since 2011, Doug &amp; Mays will face each other this Saturday at 7pm, Lakewood Stadium 💙💛🖤💛
 
Click the link below to read more about which bags are permissible at APS athletic events‼️

https://t.co/tIuamj65ru @DrWilkinsBEMHS @APSMaysRaiders  @drkalag https://t.co/hWVIoyQ7Po",1560050641875132418,aps_strozay,781859644948017156,2016-09-30 14:14:00,,"Atlanta, GA",,False,2,4072,1382,485,554
"Im excited to announce my commitment to Wharton County Junior College to continue my academic and athletic career. I would like to Thank my Family,and God for the support and guidance to my decision🙏🏾 #LFGPioneers https://t.co/K1qoPgjq5G",1560050639895515138,EncaladaEmirJr,1010554822704197632,2018-06-23 16:06:59,,"Laredo, TX",,False,0,1994,68,295,130
U of Miami Hecht Athletic Center at sunset and it's 91.7 F. https://t.co/tLbQPh1YfU,1560050587395395585,UMAthleticsWx,3762594329,2015-09-24 18:00:16,,"Miami, FL",,False,4,0,26288,2,34
"Just more BS govt red tape!  Such #FUBAR

UCLA has major debts, that will be paid off by going to the Big 10!

Cal has major athletic dept debts, that CA taxpayers will soon have to cover!  Terrible decision by the Cal AD &amp; admin to redo their stadium! https://t.co/Mn7MAVahnL",1560050219793821696,LAWomensHoops,121257530,2010-03-08 23:20:49,,Los Angeles,,False,25,6230,50371,3154,1597
"What better way to welcome back our student-athletes than competitive rounds of laser tag?? We’re excited to have our athletes back on campus and look forward to the upcoming athletic year!
#OneBlood #GoBC https://t.co/YUcmYWnmgz",1560050116974841864,Berea_Athletics,364909899,2011-08-30 15:09:01,,"Berea, Kentucky",,False,14,636,3536,76,1575
@CollinSexton02 rated number 3..,1560049546901741569,wear_athletic,1071556625348071424,2018-12-09 00:06:22,,Ohio/Texas/Arizona,,False,5,130,32116,1704,324
Proud to announce that I will be furthering my academic and athletic career playing Division 1 baseball at the College of Holy Cross. I want to especially thank God for the opportunity along with my family and @s_sharf for everything they have done for me in this process. https://t.co/6Vzq8e4yKI,1560049476882112517,HarnischNick,1315448353631723525,2020-10-12 00:25:35,,"Colts Neck, NJ",,False,0,35,18,71,66
"Beta! Weak beta male, not a man! Never will be! What an awful shame.

Yo dummy, you got invited to a 'Fantasy Athletic Female Showers after a Win' situation.

THAT'S WHAT BONERS ARE FOR!!! WHERE'S YOUR FATHER SO I CAN SLAP HIM?! PU**Y! https://t.co/CBwY19SdhR",1560049107888181250,DaytonaFalls,125101046,2010-03-21 17:56:42,,Daytona Beach,,False,2,42068,16847,1056,547
"Shoutout to all of our fabulous head coaches at PHS, we appreciate all the hard work you put it to make our athletic department what it is!! https://t.co/bxq7Q6rRCX",1560048470148497409,PaetowSportsMed,840226309963943936,2017-03-10 15:42:17,,"Katy, TX",,False,3,2048,748,255,657
"The 2022 edition of the ""Milk Jug"" game T-shirts will be on sale in the NP Athletic Office beginning Thursday.  Shirts are $15 and can be purchased with cash or check.
Sizes from small to XXL are available, but supplies and sizes are limited!",1560048350015127553,nphs_athletics,892767316383080448,2017-08-02 15:21:29,,"New Carlisle, IN",,False,8,3243,5731,125,685
fuck i need that telfar athletic wear.,1560047950247743488,dickadillas,860223956888023041,2017-05-04 20:05:48,,United States,,False,3,5849,8370,428,2728
If you would like to support Tristan and the UWF XC team donations can be made through the link below.  Please put Tristan’s name in comments field.💚💙https://t.co/I5o43wQWkk,1560047875740033028,WoodsJennifer16,4857559048,2016-01-28 15:05:00,,"Lecanto, FL",,False,2,1282,143,212,201
"Heart Keeper is a single dad, surprise pregnancy workplace romance that will have you swooning right into the back of your net!  #AuthorsUpliftingAuthors #SportsRomance #NewRelease https://t.co/MtyOLvDw74 https://t.co/NOWxfhGMeQ",1560047828478599168,LaralynDoran,852309491777503233,2017-04-12 23:56:32,,"Maryland, USA",,False,9,3767,3675,1337,720
WHITIN Women’s Outdoor Athletic Sandals with Adjustable Hooks as low as $10 at Amazon (reg. $39.99; SAVE 7 https://t.co/LKJc1LAO0L #coupon,1560047425200525312,CouponaholicNet,417547186,2011-11-21 02:44:04,,"St. Petersburg, FL",,False,47,3,193945,938,2314
"Ya'll gotta give these guys a listen! You're gonna love the format, and you definitely have an hour while watching the Houston Dash take on Gotham FC at PNC Stadium (or while tuning into the FIFA live stream at 7:30pm). #HoldItDown https://t.co/PSyHiY7JKi",1560052881440522241,GenOrangeRadio,996142704202584064,2018-05-14 21:38:22,,"Houston, TX",,False,26,3011,9440,836,912
Gotta FIFA 23 Closed beta key will be streaming on twitch https://t.co/ZuEPNd9siF,1560052276252872704,iTz_T22,355303442,2011-08-15 04:20:42,,TX / IL,,False,1,137885,24836,604,348
Need a FIFA 23 beta code if anyone has one,1560052082165563392,CFCNJD,1315758118802989057,2020-10-12 20:56:03,,"Newark, NJ",,False,1,13918,7620,456,252
Check out my broadcast from my PlayStation 4! #PS4live (FIFA 22)  live at https://t.co/HyrLdtZXLs,1560049032973750273,wildcat44903,48408646,2009-06-18 16:46:37,,"Mansfield, OH",,False,4,2381,2406,1446,261
"I'm ""FIFA"", 🇲🇽to the world. 🌎🌍",1560047697297539074,Bruce51863247,942582886032605184,2017-12-18 02:30:47,,"Midland, TX",,False,3,13760,18231,4696,450
"211  FIFA 3-Letter Country Codes exist. Very rare. 👀 

But only 32 teams are allowed to compete for the World Cup. ⚽️🏆 

Whats your favorite team? 🤩 

#FIFA22 #FIFA23 #WorldcupQatar2022 #ensdomains",1560046718405705731,eggs_eth,1248618400097550336,2020-04-10 14:27:22,,United States,,False,20,17986,2441,1941,2048
Check out my broadcast from my PlayStation 4! #PS4live (FIFA 22)  live at https://t.co/eCFjey2gLt,1560046065860083718,GillBabyJesus,351947565,2011-08-09 23:10:17,,"Brooklyn, NY",,False,6,19962,15142,403,338
"🚨🚨| FC Barcelona's relationship with Leo Messi is now ‘much better’, it is very likely that he returns.
@fbtmedia
[espn] [🎖️] https://t.co/plTKeaOMOt",1559954240184848384,cBarcaFC,1559909373354594304,2022-08-17 14:26:09,,"California, USA",,False,0,48,17,92,1
"Advice to young professionals in athletics: you can be liked and cool with your student-athletes while still maintaining professional boundaries. Blurring those lines is dangerous because the students may not have much to lose, but you could ruin your career.",1560053658900992006,HaleyFaulknerLS,1317151448996655104,2020-10-16 17:12:43,,"Athens, GA",,False,0,520,362,235,155
Great opening Day of Camp today! Thanks to @TipoftheSpearFB for coming by to work with our guys! https://t.co/DHeVrbayj8,1560053583181225985,HTHS_Athletics,823616995,2012-09-14 16:54:18,,"Hicksville, NY",,False,7,53,6359,40,1649
"Still time to register! 

Fish Fry after the event as well so come hungry! 

https://t.co/yet2rkadAe https://t.co/ODDW76toum",1560053375932268580,PhillyDetes,403861775,2011-11-03 03:08:00,,"Columbia, South Carolina",,False,6,7156,6435,1126,1091
New Story: Varsity Golf beats Lowellville Local 178 - 233 https://t.co/siEGQ0jMwk,1560053288036233216,JM_Athletics,1248453552470544385,2020-04-10 03:31:43,,"North Jackson, OH",,False,1,0,1032,32,151
Every day I think that the Yankees will stop playing like the Oakland Athletics but they just don’t.,1560053199347892225,PlayoffJudge99,1513160696573403138,2022-04-10 14:23:29,,"Bronx, NY",,False,3,2841,10376,1043,641
Mother nature will not allow the #EWUWSOC match vs. @jacksonville_fc to continue as lightning in the area has cancelled the match just six minutes into the first half. #TigerPride!🐅⚽️ https://t.co/RhA91zA8sR,1560053124173381632,EWU_Athletics,3430197299,2015-08-18 17:30:53,,"Jacksonville, FL",,False,15,2900,7978,1324,6063
Hear what the state of #FAMU Athletics is really like as the guys talk with FAMU's Interim Athletic Director and discuss whether the Rattlers can repeat as the top rated team on https://t.co/hYsuvO2iQw with @Stan_Becton. https://t.co/HspXOSSU45,1560053109111590912,MyBCSN1,1143567748993363969,2019-06-25 17:12:52,,"Atlanta, GA",,False,22,7895,6718,693,3635
"Check out the most recent edition of The Inside Scoop podcast. It's focused on sports in Cobb Schools and features Cobb's own Director of Athletics, Don Baker!
@CobbSchools @CCSD_AD 
https://t.co/ns7Z1zs4Xk",1560052937908490240,cobb_sports,1167493090313003008,2019-08-30 17:43:45,,"Marietta, GA",,False,3,41,712,18,1212
Meet the Panthers tomorrow night ! Be sure to come ans support your East High Athletics! Let the hype start now! https://t.co/N6cQoUmcnn,1560052793200844801,EASTLadyPanther,1556381519173787648,2022-08-07 20:49:22,,"Harrisburg, PA",,False,0,5,12,69,13
"Alabama Football Fall Camp Practice 8.17.22

📽️:
@UA_Athletics https://t.co/XUOH9OPJ6a",1560052629035794435,GoatHouseBama,1216976942,2013-02-25 01:29:02,,"Tuscaloosa, AL",,False,339,3255,3598,337,92898
"FINAL: Varsity #MVsoftball (5-1) def. Commerce High School on the road 8-4! Grace Westmoreland and Reagan Hickey 3 RBI each! Reagan with two (YES, TWO) home runs! WP: Westmoreland (2-1) with 11 strikeouts and 1 walk! #MVathletics #ImAMustang #LetsDoThis @TheMVSchool https://t.co/bIRNSVUQk8",1560052462467309570,MV_Athletics,1628269147,2013-07-28 16:32:13,,"Atlanta, GA",,False,9,3210,8194,40,1453
SKG Football Coach’s Chronicles updated link: https://t.co/g9gx2txf7j @SKG_Football @SKG_Baseball @SKG_TheShadow @SKG_Athletics @SKG_Principal #SKG #Serve #Build,1560052323237371904,CoachHill_SKG,299258805,2011-05-15 19:28:33,,"Buford, GA",,False,16,2343,4006,1337,2423
New Story: Boys Varsity Tennis falls to Lewis Cass 4 - 1 https://t.co/zmAErTo24P,1560052197831745536,Berry_Athletics,2677364550,2014-07-24 15:38:31,,Logansport IN,,False,19,3552,10851,131,3031
"SOC: just over 30 minutes to go, Fruitport and Mona Shores deadlocked in a good one. 0-0",1560051932881903616,FCS_Athletics,38486502,2009-05-07 18:30:52,,"Fruitport, Michigan",,False,6,1623,3302,196,511
